Date,Product,Region,Units_Sold,Price_Per_Unit,Discount_Rate,Cost_Per_Unit,Revenue_Before_Discount,Discount_Amount,Revenue,Total_Cost,Profit,Profit_Margin,Month,Month_Name,Day_Of_Week,Quarter,Year_Month,Week
2023-01-04,Product_C,North,82,100,0.00010407539906316378,63.52568856334169,8200,0.853418272317943,8199.146581727682,5209.106462194019,2990.0401195336635,36.47,1,January,Wednesday,1,2023-01,1
2023-01-04,Product_C,South,22,100,0.0013904261062381408,65.10747302577565,2200,3.05893743372391,2196.9410625662763,1432.3644065670642,764.5766559992121,34.8,1,January,Wednesday,1,2023-01,1
2023-01-04,Product_C,East,28,100,0.09696599427179664,66.9243603289027,2800,271.50478396103057,2528.4952160389694,1873.8820892092754,654.613126829694,25.89,1,January,Wednesday,1,2023-01,1
2023-01-04,Product_C,West,64,100,0.04882510444955484,61.6829104217293,6400,312.48066847715097,6087.519331522849,3947.706266990675,2139.813064532174,35.15,1,January,Wednesday,1,2023-01,1
2023-01-05,Product_A,North,52,50,0.10375812434867322,33.515094794475885,2600,269.77112330655035,2330.22887669345,1742.784929312746,587.4439473807038,25.21,1,January,Thursday,1,2023-01,1
2023-01-05,Product_A,South,83,50,0.19435641654419214,34.81223647471056,4150,806.5791286583974,3343.420871341603,2889.4156274009765,454.0052439406263,13.58,1,January,Thursday,1,2023-01,1
2023-01-05,Product_A,East,59,50,0.0994497011784771,31.50439154908385,2950,293.3766184765074,2656.6233815234928,1858.759101395947,797.8642801275457,30.03,1,January,Thursday,1,2023-01,1
2023-01-05,Product_A,West,76,50,0.007377389470906559,33.04782166989948,3800,28.034079989444926,3771.9659200105552,2511.63444691236,1260.3314730981951,33.41,1,January,Thursday,1,2023-01,1
2023-01-05,Product_B,North,21,75,0.08220740266364626,45.24788049675411,1575,129.47665919524286,1445.523340804757,950.2054904318362,495.3178503729208,34.27,1,January,Thursday,1,2023-01,1
2023-01-05,Product_B,South,20,75,0.04791237813339449,46.08671154068418,1500,71.86856720009173,1428.1314327999082,921.7342308136836,506.3972019862247,35.46,1,January,Thursday,1,2023-01,1
2023-01-05,Product_B,East,64,75,0.08955663291461834,49.14669816803496,4800,429.871837990168,4370.128162009832,3145.3886827542374,1224.7394792555942,28.03,1,January,Thursday,1,2023-01,1
2023-01-05,Product_B,West,89,75,0.01617066526654305,47.772408420460536,6675,107.93919065417485,6567.060809345825,4251.744349420987,2315.3164599248375,35.26,1,January,Thursday,1,2023-01,1
2023-01-05,Product_C,North,36,100,0.14564326972237193,63.67783132719252,3600,524.3157710005389,3075.684228999461,2292.4019277789307,783.2823012205304,25.47,1,January,Thursday,1,2023-01,1
2023-01-05,Product_C,South,91,100,0.07976488848891061,68.16431873219383,9100,725.8604852490865,8374.139514750914,6202.953004629639,2171.186510121275,25.93,1,January,Thursday,1,2023-01,1
2023-01-05,Product_C,East,35,100,0.1670604991178476,63.20780064971736,3500,584.7117469124665,2915.2882530875336,2212.2730227401075,703.015230347426,24.11,1,January,Thursday,1,2023-01,1
2023-01-05,Product_C,West,91,100,0.13916256135817637,68.58358804813719,9100,1266.379308359405,7833.620691640595,6241.106512380484,1592.5141792601116,20.33,1,January,Thursday,1,2023-01,1
2023-01-06,Product_A,North,80,50,0.044048209513109664,33.555747662190086,4000,176.19283805243865,3823.8071619475613,2684.4598129752067,1139.3473489723547,29.8,1,January,Friday,1,2023-01,1
2023-01-06,Product_A,South,39,50,0.06973319745834587,30.4808827554571,1950,135.97973504377444,1814.0202649562257,1188.754427462827,625.2658374933987,34.47,1,January,Friday,1,2023-01,1
2023-01-06,Product_A,East,53,50,0.07951440421750447,32.5887567526374,2650,210.71317117638685,2439.286828823613,1727.2041078897823,712.0827209338308,29.19,1,January,Friday,1,2023-01,1
2023-01-06,Product_A,West,20,50,0.13513802340785616,33.67608059620386,1000,135.13802340785617,864.8619765921438,673.5216119240772,191.34036466806663,22.12,1,January,Friday,1,2023-01,1
2023-01-06,Product_B,North,71,75,0.18493872365571257,51.58004515035735,5325,984.7987034666694,4340.201296533331,3662.183205675372,678.0180908579587,15.62,1,January,Friday,1,2023-01,1
2023-01-06,Product_B,South,26,75,0.13199680920683582,51.12916650150911,1950,257.39377795332985,1692.6062220466702,1329.3583290392369,363.2478930074333,21.46,1,January,Friday,1,2023-01,1
2023-01-06,Product_B,East,81,75,0.052165834966081806,52.47190274818443,6075,316.90744741894696,5758.092552581053,4250.224122602938,1507.8684299781144,26.19,1,January,Friday,1,2023-01,1
2023-01-06,Product_B,West,31,75,0.11165869072141953,51.619772573920045,2325,259.6064559273004,2065.3935440726996,1600.2129497915214,465.1805942811782,22.52,1,January,Friday,1,2023-01,1
2023-01-06,Product_C,North,28,100,0.05577427051843638,67.0035782997277,2800,156.16795745162185,2643.832042548378,1876.100192392376,767.7318501560021,29.04,1,January,Friday,1,2023-01,1
2023-01-06,Product_C,South,102,100,0.17942205199051542,68.87086424265117,10200,1830.1049303032573,8369.895069696742,7024.828152750419,1345.0669169463235,16.07,1,January,Friday,1,2023-01,1
2023-01-06,Product_C,East,53,100,0.12840632923085757,60.84139964995049,5300,680.5535449235451,4619.446455076455,3224.594181447376,1394.8522736290793,30.2,1,January,Friday,1,2023-01,1
2023-01-06,Product_C,West,93,100,0.15706813022278873,66.68988254714229,9300,1460.7336110719352,7839.266388928065,6202.1590768842325,1637.1073120438323,20.88,1,January,Friday,1,2023-01,1
2023-01-07,Product_A,North,45,50,0.0010123167692437374,30.80404025708749,2250,2.277712730798409,2247.7222872692014,1386.181811568937,861.5404757002643,38.33,1,January,Saturday,1,2023-01,1
2023-01-07,Product_A,South,88,50,0.13837903953853867,33.259806297513,4400,608.8677739695702,3791.1322260304296,2926.8629541811442,864.2692718492854,22.8,1,January,Saturday,1,2023-01,1
2023-01-07,Product_A,East,62,50,0.035185050535469074,30.0903768180776,3100,109.07365665995412,2990.926343340046,1865.6033627208112,1125.3229806192348,37.62,1,January,Saturday,1,2023-01,1
2023-01-07,Product_A,West,34,50,0.06507993963185355,33.732457025590115,1700,110.63589737415103,1589.364102625849,1146.9035388700638,442.4605637557852,27.84,1,January,Saturday,1,2023-01,1
2023-01-07,Product_B,North,27,75,0.1698446820988356,49.93209669225257,2025,343.9354812501421,1681.0645187498578,1348.1666106908194,332.8979080590384,19.8,1,January,Saturday,1,2023-01,1
2023-01-07,Product_B,South,53,75,0.10850804611097986,48.816105576290695,3975,431.31948329114493,3543.680516708855,2587.253595543407,956.4269211654482,26.99,1,January,Saturday,1,2023-01,1
2023-01-07,Product_B,East,42,75,0.04879792867581672,52.297579160643345,3150,153.71347532882265,2996.286524671177,2196.4983247470204,799.7881999241567,26.69,1,January,Saturday,1,2023-01,1
2023-01-07,Product_B,West,72,75,0.17840931103542268,49.73353969497947,5400,963.4102795912825,4436.589720408718,3580.814858038522,855.7748623701959,19.29,1,January,Saturday,1,2023-01,1
2023-01-07,Product_C,North,41,100,0.10052741862103842,65.76903884626358,4100,412.16241634625754,3687.8375836537425,2696.5305926968067,991.3069909569358,26.88,1,January,Saturday,1,2023-01,1
2023-01-07,Product_C,South,85,100,0.17283351301438063,62.30185268241555,8500,1469.0848606222353,7030.915139377765,5295.6574780053215,1735.2576613724432,24.68,1,January,Saturday,1,2023-01,1
2023-01-07,Product_C,East,69,100,0.05615447248817116,60.24315966431454,6900,387.465860168381,6512.534139831619,4156.778016837703,2355.7561229939156,36.17,1,January,Saturday,1,2023-01,1
2023-01-07,Product_C,West,70,100,0.008720754350886751,69.9455051079734,7000,61.04528045620726,6938.954719543793,4896.185357558138,2042.7693619856545,29.44,1,January,Saturday,1,2023-01,1
2023-01-08,Product_A,North,51,50,0.19078571540051747,34.574321951102235,2550,486.50357427131956,2063.4964257286806,1763.290419506214,300.2060062224666,14.55,1,January,Sunday,1,2023-01,1
2023-01-08,Product_A,South,58,50,0.1856637125175451,32.14092074158657,2900,538.4247663008808,2361.575233699119,1864.173403012021,497.401830687098,21.06,1,January,Sunday,1,2023-01,1
2023-01-08,Product_A,East,74,50,0.11445849383416767,34.90165791858023,3700,423.4964271864204,3276.5035728135795,2582.7226859749367,693.7808868386428,21.17,1,January,Sunday,1,2023-01,1
2023-01-08,Product_A,West,85,50,0.061139403857436374,30.954555155751727,4250,259.8424663941046,3990.1575336058954,2631.1371882388967,1359.0203453669988,34.06,1,January,Sunday,1,2023-01,1
2023-01-08,Product_B,North,54,75,0.06338440103125553,46.271195600145695,4050,256.7068241765849,3793.293175823415,2498.6445624078674,1294.6486134155475,34.13,1,January,Sunday,1,2023-01,1
2023-01-08,Product_B,South,45,75,0.07893829336189445,51.33159855544733,3375,266.41674009639377,3108.583259903606,2309.92193499513,798.6613249084762,25.69,1,January,Sunday,1,2023-01,1
2023-01-08,Product_B,East,89,75,0.114012234017873,45.72882370328076,6675,761.0316620693022,5913.968337930698,4069.8653095919876,1844.1030283387104,31.18,1,January,Sunday,1,2023-01,1
2023-01-08,Product_B,West,53,75,0.13422870336481013,47.689850859721226,3975,533.5590958751203,3441.4409041248796,2527.562095565225,913.8788085596548,26.56,1,January,Sunday,1,2023-01,1
2023-01-08,Product_C,North,47,100,0.05905811768378775,63.225507642386006,4700,277.57315311380245,4422.426846886197,2971.5988591921423,1450.827987694055,32.81,1,January,Sunday,1,2023-01,1
2023-01-08,Product_C,South,54,100,0.027324266288405764,67.08910996910117,5400,147.55103795739112,5252.448962042609,3622.8119383314634,1629.637023711146,31.03,1,January,Sunday,1,2023-01,1
2023-01-08,Product_C,East,60,100,0.058718368852898675,68.09361155478513,6000,352.31021311739204,5647.689786882608,4085.6166932871074,1562.0730935955007,27.66,1,January,Sunday,1,2023-01,1
2023-01-08,Product_C,West,71,100,0.17341446371602076,69.1324055255647,7100,1231.2426923837475,5868.757307616253,4908.400792315094,960.3565153011587,16.36,1,January,Sunday,1,2023-01,1
2023-01-09,Product_A,North,27,50,0.10030325893743992,33.991475894833876,1350,135.4093995655439,1214.590600434456,917.7698491605147,296.82075127394137,24.44,1,January,Monday,1,2023-01,2
2023-01-09,Product_A,South,87,50,0.014188183399985533,31.98391913606944,4350,61.718597789937064,4288.281402210063,2782.6009648380414,1505.6804373720215,35.11,1,January,Monday,1,2023-01,2
2023-01-09,Product_A,East,34,50,0.17800106836351326,31.68997578425768,1700,302.60181621797256,1397.3981837820274,1077.4591766647611,319.9390071172663,22.9,1,January,Monday,1,2023-01,2
2023-01-09,Product_A,West,88,50,0.0876948246036174,33.360130676476,4400,385.85722825591654,4014.1427717440833,2935.6914995298876,1078.4512722141958,26.87,1,January,Monday,1,2023-01,2
2023-01-09,Product_B,North,73,75,0.09311960362649203,49.06983476030682,5475,509.8298298550439,4965.1701701449565,3582.0979375023976,1383.072232642559,27.86,1,January,Monday,1,2023-01,2
2023-01-09,Product_B,South,42,75,0.11816665211380216,45.228751874542866,3150,372.2249541584768,2777.775045841523,1899.6075787308005,878.1674671107226,31.61,1,January,Monday,1,2023-01,2
2023-01-09,Product_B,East,74,75,0.00776694688588464,47.274491360049176,5550,43.10655521665975,5506.89344478334,3498.312360643639,2008.581084139701,36.47,1,January,Monday,1,2023-01,2
2023-01-09,Product_B,West,82,75,0.06533024835920818,51.20901752840691,6150,401.78102740913033,5748.218972590869,4199.139437329367,1549.0795352615023,26.95,1,January,Monday,1,2023-01,2
2023-01-09,Product_C,North,82,100,0.04316420549936864,66.22890475819,8200,353.94648509482283,7846.0535149051775,5430.77019017158,2415.2833247335975,30.78,1,January,Monday,1,2023-01,2
2023-01-09,Product_C,South,91,100,0.16840461500239629,61.94380033994873,9100,1532.4819965218062,7567.518003478193,5636.8858309353345,1930.6321725428588,25.51,1,January,Monday,1,2023-01,2
2023-01-09,Product_C,East,69,100,0.13990244215343878,61.38353092417801,6900,965.3268508587275,5934.673149141272,4235.463633768282,1699.2095153729897,28.63,1,January,Monday,1,2023-01,2
2023-01-09,Product_C,West,36,100,0.19517041589250694,65.16300348301195,3600,702.613497213025,2897.386502786975,2345.86812538843,551.518377398545,19.04,1,January,Monday,1,2023-01,2
2023-01-10,Product_A,North,51,50,0.008213503353575157,31.99410450722397,2550,20.94443355161665,2529.055566448383,1631.6993298684224,897.3562365799608,35.48,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_A,South,39,50,0.08779428414112722,30.392281906711325,1950,171.19885407519808,1778.8011459248019,1185.2989943617417,593.5021515630601,33.37,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_A,East,85,50,0.16719602410244117,33.47987103046849,4250,710.5831024353749,3539.4168975646253,2845.7890375898214,693.6278599748039,19.6,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_A,West,21,50,0.034658864014169156,30.78218521335543,1050,36.391807214877616,1013.6081927851224,646.425889480464,367.1823033046584,36.23,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_B,North,55,75,0.04795747183148065,45.70404967560969,4125,197.82457130485767,3927.1754286951423,2513.722732158533,1413.4526965366094,35.99,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_B,South,21,75,0.19097305613263882,50.53422687521826,1575,300.7825634089061,1274.217436591094,1061.2187643795835,212.99867221151044,16.72,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_B,East,86,75,0.08713457973557821,50.47529487421363,6450,562.0180392944794,5887.981960705521,4340.875359182372,1547.1066015231481,26.28,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_B,West,90,75,0.049546197900231494,47.66979508988446,6750,334.4368358265626,6415.563164173437,4290.281558089601,2125.281606083836,33.13,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_C,North,79,100,0.06837593334328032,60.917990658134414,7900,540.1698734119145,7359.8301265880855,4812.521261992619,2547.3088645954667,34.61,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_C,South,69,100,0.008145760463794028,68.55460584011007,6900,56.20574720017879,6843.794252799821,4730.267802967595,2113.526449832226,30.88,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_C,East,92,100,0.09483476581746504,60.978341606510014,9200,872.4798455206784,8327.520154479322,5610.0074277989215,2717.5127266804,32.63,1,January,Tuesday,1,2023-01,2
2023-01-10,Product_C,West,70,100,0.1613825954101559,63.463043210894,7000,1129.6781678710913,5870.321832128909,4442.41302476258,1427.9088073663288,24.32,1,January,Tuesday,1,2023-01,2
2023-01-11,Product_A,North,44,50,0.009611784839406745,34.745728657956924,2200,21.14592664669484,2178.854073353305,1528.8120609501048,650.0420124032003,29.83,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_A,South,55,50,0.052178724668342794,30.076522701451925,2750,143.49149283794267,2606.5085071620574,1654.2087485798559,952.2997585822015,36.54,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_A,East,40,50,0.10062725171601755,34.28244920594161,2000,201.2545034320351,1798.745496567965,1371.2979682376645,427.44752833030043,23.76,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_A,West,92,50,0.13679275387962822,33.079255821949566,4600,629.2466678462898,3970.7533321537103,3043.2915356193603,927.46179653435,23.36,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_B,North,104,75,0.12848385564126313,45.19883482906216,7800,1002.1740740018524,6797.825925998148,4700.678822222464,2097.1471037756837,30.85,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_B,South,53,75,0.18804604828499152,49.31605633406909,3975,747.4830419328413,3227.5169580671586,2613.7509857056616,613.765972361497,19.02,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_B,East,72,75,0.11467340833438666,45.963752649254324,5400,619.236405005688,4780.763594994312,3309.3901907463114,1471.373404248001,30.78,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_B,West,84,75,0.109123357863187,52.06098606582394,6300,687.4771545380781,5612.522845461922,4373.122829529211,1239.4000159327106,22.08,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_C,North,90,100,0.1640853687542536,66.51484771857787,9000,1476.7683187882826,7523.231681211717,5986.336294672008,1536.8953865397089,20.43,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_C,South,65,100,0.03915822695785929,60.693613008751655,6500,254.5284752260854,6245.471524773915,3945.0848455688574,2300.3866792050576,36.83,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_C,East,68,100,0.0036443651303099457,60.94442960755928,6800,24.78168288610763,6775.218317113892,4144.221213314031,2630.997103799861,38.83,1,January,Wednesday,1,2023-01,2
2023-01-11,Product_C,West,57,100,0.0673108429777453,66.55722635380742,5700,383.6718049731482,5316.328195026852,3793.761902167023,1522.566292859829,28.64,1,January,Wednesday,1,2023-01,2
2023-01-12,Product_A,North,47,50,0.13632273379455795,31.703122847321197,2350,320.35842441721115,2029.6415755827888,1490.0467738240964,539.5948017586925,26.59,1,January,Thursday,1,2023-01,2
2023-01-12,Product_A,South,27,50,0.02363296552433125,33.483685826820754,1350,31.904503457847188,1318.095496542153,904.0595173241603,414.0359792179926,31.41,1,January,Thursday,1,2023-01,2
2023-01-12,Product_A,East,99,50,0.1754944027054106,33.67535521901942,4950,868.6972933917825,4081.3027066082177,3333.8601666829227,747.442539925295,18.31,1,January,Thursday,1,2023-01,2
2023-01-12,Product_A,West,42,50,0.1935161103040495,32.739859416240435,2100,406.3838316385039,1693.616168361496,1375.0740954820983,318.54207287939767,18.81,1,January,Thursday,1,2023-01,2
2023-01-12,Product_B,North,97,75,0.11370405674999168,49.31943431443563,7275,827.1970128561894,6447.80298714381,4783.985128500256,1663.8178586435542,25.8,1,January,Thursday,1,2023-01,2
2023-01-12,Product_B,South,58,75,0.07440361715855663,50.82309720556498,4350,323.65573463972135,4026.3442653602788,2947.7396379227685,1078.6046274375103,26.79,1,January,Thursday,1,2023-01,2
2023-01-12,Product_B,East,45,75,0.17342332144194442,49.2140001910783,3375,585.3037098665624,2789.6962901334377,2214.6300085985235,575.0662815349142,20.61,1,January,Thursday,1,2023-01,2
2023-01-12,Product_B,West,32,75,0.08579880547500368,50.63153300843623,2400,205.91713314000884,2194.082866859991,1620.2090562699593,573.8738105900318,26.16,1,January,Thursday,1,2023-01,2
2023-01-12,Product_C,North,52,100,0.18051058133591336,65.05252372447858,5200,938.6550229467495,4261.344977053251,3382.731233672886,878.6137433803647,20.62,1,January,Thursday,1,2023-01,2
2023-01-12,Product_C,South,33,100,0.17910464569924012,63.89201678734163,3300,591.0453308074924,2708.9546691925075,2108.436553982274,600.5181152102336,22.17,1,January,Thursday,1,2023-01,2
2023-01-12,Product_C,East,32,100,0.1917082993766397,68.47143144095588,3200,613.466558005247,2586.533441994753,2191.0858061105882,395.4476358841648,15.29,1,January,Thursday,1,2023-01,2
2023-01-12,Product_C,West,29,100,0.06386272751808297,69.50061967050804,2900,185.2019098024406,2714.7980901975593,2015.5179704447332,699.2801197528261,25.76,1,January,Thursday,1,2023-01,2
2023-01-13,Product_A,North,75,50,0.11468757762465723,33.159186060848995,3750,430.0784160924646,3319.9215839075355,2486.9389545636745,832.9826293438609,25.09,1,January,Friday,1,2023-01,2
2023-01-13,Product_A,South,93,50,0.05864215433961291,31.643322726849576,4650,272.6860176792,4377.3139823208,2942.8290135970105,1434.4849687237897,32.77,1,January,Friday,1,2023-01,2
2023-01-13,Product_A,East,76,50,0.1583158087451697,33.94809071397277,3800,601.6000732316448,3198.3999267683553,2580.0548942619303,618.345032506425,19.33,1,January,Friday,1,2023-01,2
